City,Place,Ratings,Distance,Place_desc,Predicted_Types,latitude,longitude,Categories,votes,Place_Name
Nainital,28. peora,, 22 km  from city center ," Peora is a charming village near Nainital. There are a number of British Era bungalows that give this place a rustic vibe. The scenic beauty with snow-capped mountains, juicy fruit-laden trees, green meadows and a variety of fauna is the highlight. ",scenic mount villa mountain bungalow,29.519715,79.6277801,"Scenic, Adventure, Offbeat and Eco-Tourism",,peora 
Nainital,29. himalayan centre of sri aurobindo ashram,, 2 km  from city center ," Himalayan Centre of Sri Aurobindo Ashram is a yoga and meditation centre near Nainital. The ashram conducts regular workshops, talks, training programmes for stress management and regulating the lifestyle. Permission is required to visit the place. ",ashram meditation yoga shop,29.387851,79.4424354,"Spiritual Journeys, Wellness, Beach Holidays",142.0,himalayan centre of sri aurobindo ashram 
Nainital,30. jim corbett national park,, 69 km  from city center ," Jim Corbett National Park is the oldest national park in India, home to the Royal Bengal Tiger. It is famous for its wildlife safaris and jungle lodges. Corbett is located at an hour's drive from Nainital. ",lodge jungle wildlife safari,29.4794292,79.0006857,"Scenic, Adventure, Adventure and Trekking",,jim corbett national park 
Nainital,31. sitabani,, 22 km  from city center ," Sitabani is a wildlife reserve in the Nainital district. It is home to 600 species of migratory and resident birds. Himalayan Black Bear, Himalayan weasel, Yellow-throated Pine Marten, and Himalayan Goral can also be spotted here. ",rat pot reserve bird wildlife,29.46571,79.260859,"Scenic, Adventure, Offbeat and Eco-Tourism",286.0,sitabani 
Nainital,32. bhowali,, 5 km  from city center ," Bhowali is a little hill-station, 11km from Nainital. It is a town of panoramic vistas and bounty of nature. Bhowali is known for producing finest quality fruits. It is also a good place to stay in homestays near Nainital. ",,29.3817823,79.5215879,Other,,bhowali 
Nainital,33. kainchi dham,, 33 out of 33  places to visit in Nainital ," A very popular place in the area, this temple is renowned for Neeb Karori Maharaj temple and ashram. The temple attracts devotees from all over the country as well as abroad. Situated about 9kms from Bhowali and 17kms from Nainital, this temple sits deftly in the lap of nature oozing spiritual vibes and serenity. ",ashram temple spiritual ritual,29.4225625,79.5124091,"Spiritual Journeys, Wellness, Beach Holidays",43449.0,kainchi dham 
Shimla,1. ridge,4.4, 0 km  from city center ," The Ridge is the most photographed wide-open street located on the side of Shimla Mall Road. The Ridge has everything, from shops selling some exclusive artefacts to the spectacular view of the snow-capped mountain ranges. It is famous for a lot of things, but best known for shopping and for being the social hub of the city. Shimla's rich past is evident from the Gothic buildings standing in this part of the town.  ",mount lot mountain shopping shop,31.104722,77.1742314,"Shopping, Scenic, Adventure",3129.0,ridge 
Shimla,2. mall road,3.9, 0 km  from city center ," Shopping in Shimla revolves around the heart of the town- The Mall Road. One can shop for local handicrafts, shawls, woolens, exquisite jewelry etc. here. ",handicraft shopping shop raft,31.1040341,77.1755249,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",3050.0,mall road 
Shimla,2. mall road,3.9, 0 km  from city center ," Shopping in Shimla revolves around the heart of the town- The Mall Road. One can shop for local handicrafts, shawls, woolens, exquisite jewelry etc. here. ",handcraft shopping shop raft,30.9004915,76.9643983,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",163.0, mall road 
Shimla,3. jakhoo temple,3.6, 1 km  from city center ," Set amidst the lush green background of the Shivalik hill ranges on Jakhoo Hill, the highest point in Shimla, the Jakhu Temple is an ancient site dedicated to the Hindu god - Hanuman. Jakhu Temple has the world's largest Hanuman statue, which is visible from most parts of Shimla.  ",temple,31.1013409,77.1835041,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,jakhoo temple 
Shimla,4. kufri,3.6, 9 km  from city center ," Kufri, located at a distance of 16km from the main city of Shimla, is a popular tourist destination known for snow-laden peaks, skiing and Kufri Zoo.  Travellers have to either hike or take a pony from the parking lot to reach Kufri. Mahasu Peak and Fagu Valley are the main attractions in Kufri but are accessible via pony ride. You can also enjoy go-karting at the Kufri Fun World, which has the highest Go-Karting track in the world.
You can come back to the parking lot by a pony and head to the Indira Tourist Park by afternoon after grabbing some lunch. Or you can also head to Kufri Zoo from there. ",skiing lot hike ski,31.1003581,77.2676932,"Adventure, Adventure and Trekking, Historic Sites",, kufri 
Shimla,5. toy train to kalka,3.6, 3 km  from city center ," An enjoyable train ride through much of Kalka and Shimla and a little of what the British left behind, this is a must try experience, while here. This route is one of the most picturesque train routes in the world and it passes through more than a hundred tunnels It is a narrow gauge train route and it connects Kalka to Shimla. ",picture,24.0428352,78.4738493,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,toy train to kalka 
Shimla,6. green valley,3.8, 5 km  from city center ," The Green Valley is a beautiful and breathtaking mountain range that falls on the way to Kufri from Shimla. The Green Valley is surrounded by verdant hills on all sides covered with thick pine and deodar forests. It is not uncommon to sight some Yaks wandering and grazing around in the valley. The place is undeveloped for tourism, nevertheless, it continues to be a crowd puller and capture the attention of tourists with its dense deodar and pine trees that line the majestic hills. ",tent mount sight falls mountain,31.1062183,77.2206085,"Scenic, Adventure, Offbeat and Eco-Tourism",,green valley 
Shimla,7. chail,3.6, 15 km  from city center ," This small village in Himachali is situated at a height of 2250 m above sea level and is known as a hiker's paradise. Surrounded by lush greenery and mesmerizing views from such a great height, Chail is bound to give a tourist a memorable travelling experience to a tourist. ",villa hike,30.9685476,77.1933748,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,chail 
Shimla,8. visceral lodge,3.1, 1 km  from city center ," It is a perfect place for history lovers. Built in 1888, this six story building constructed in Scottish Baronial style once served as the residence of Lord Dufferin, the British Viceroy of India. ",lodge residence,31.1036706,77.1421749,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",8817.0,visceral lodge 
Shimla,9. institute of advanced studies,3.7, 3 km  from city center , The Indian Institute of Advanced Studies located on the Observatory Hill is a majestic structure made with Victorian-style architecture. It has now been converted into an educational institution which offer post-doctoral courses. ,,31.1035095,77.1752008,Other,,institute of advanced studies 
Shimla,10. christ church,3.6, 0 km  from city center ," Located at the Mall Road itself, this church is the second oldest church in North India. The interiors and the neo-gothic architecture are very beautiful and appealing making this church one of the most important attractions in Shimla. ",church,31.1043145,77.1759177,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",19862.0,christ church 
Shimla,11. kalibari temple,, 1 km  from city center , Kalibari Temple is an ancient place of worship dedicated to Goddess Kali. It was built in 1845 and is considered of immense religious importance for the devotees. The shrine houses a captivating idol of Goddess Kali beautifully adorned with jewellery and colourful flowers.  ,house temple religious,31.1059884,77.166805,"Spiritual Journeys, Wellness, Beach Holidays",4232.0,kalibari temple 
Shimla,12. narkanda,, 12 out of 63  places to visit in Shimla ," Surrounded by forests and woodlands, Narkanda is a quaint little town in Shimla district which is popular for skiing in winters. Situated at a height of 9000 feet, this town attracts tourists for its ethereal natural beauty and its beautiful apple orchards. Surrounded by tropical forests and majestic hills, this is one place that tourists to Himachal Pradesh should not miss.  ",skiing ski natural,31.258706,77.458806,"Nature and Wildlife, Adventure, Adventure and Trekking",,narkanda 
Shimla,13. naldehra,3.8, 9 km  from city center ," Naldehra is a small enchanting hill station in Himachal Pradesh, located just around 22 km from Shimla. It is perfect for tourists looking for natural scenic beauty and an offbeat location. Naldehra is famous for its greenery, golf course and plain view of the mountains filled with pine, cedar and deodar trees.  ",scenic plain mount mountain natural,31.1825895,77.1857786,"Scenic, Nature and Wildlife, Adventure",,naldehra 
Shimla,14. himalayan bird park,3.3, 2 km  from city center ," Walk through this park, to browse through a modest, yet colorful and vibrant collection of the Himachal state bird, the Monal Pheasant. ",browse bird,31.102875,77.147654,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1257.0,himalayan bird park 
Shimla,15. cafe simla times,, 0 km  from city center ," Famous for its mouth watering wood fired pizzas, gourmet burgers, world cuisine meal platters, sumptuous shakes and fuzzy cocktails, this quaint cafe in Shimla is one of the best place to go to for  meal or a snack or just to hang out in picture perfect ambiance and cozy setting. Boasting of wonderful art and decor, the cafe also offers surreal panoramic vistas outside the windows. ",picture cuisine,31.1009306,77.1763075,"Culinary Experiences, Food, Beach Holidays",3418.0,cafe simla times 
Shimla,16. annadale,, 2 km  from city center ," Annadale is a famous attraction in Shimla having a splendid Golf Course, a Playground, a Cactus Museum and an Indian Army Museum. All these aspects make Annadale a beautiful attraction for holidaying and rejuvenation purposes. ",museum,31.1111949,77.1587899,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,annadale 
Shimla,17. himachal state museum,3.3, 2 km  from city center ," The Himachal State Museum is located on the Mall Road and has unique collectibles like ancient coins, paintings and other handicraft items, the aesthetics of which are influenced by the Pahari form of art. ",painting handicraft paint aesthetic museum raft esthetic,31.1034073,77.1508082,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,himachal state museum 
Shimla,18. tara devi temple,3.3, 6 km  from city center ," Dedicated to the Goddess of stars, the Tara Devi temple, is located on a mountain peak, with air of spirituality about it. There are a number of legends and tales to the origins of the temple, making it a simple yet subtly fascinating experience. ",legend mount temple spiritual mountain ritual,31.0700991,77.1573121,"Spiritual Journeys, Wellness, Scenic",,tara devi temple 
Shimla,19. scandal point,3.3, 0 km  from city center ," The Scandal Point is located on the Mall Road. It owes its interesting name to the fact that the King of Patiala abducted the daughter of the Viceroy, because he fell in love with her, from this very place. ",,31.1052247,77.1723988,Other,613.0,scandal point 
Shimla,20. rothney castle,, 1 km  from city center , Rothney Castle is a heritage monument located on Jakhoo Hill on a steep slope amidst lush green natural vegetation. The site is a treat to the explorer due to its historical significance and the natural beauty of the location.  ,sign historical castle natural monument explore historic,31.1049941,77.1796548,"Nature and Wildlife, Historical and Architectural Marvels, Historic Sites",10.0,rothney castle 
Shimla,21. theog,3.5, 17 km  from city center ," A quiet escape, one of the less crowded attractions of the state, Theog in Himachal Pradesh, warmly wrapped in the arms of the mighty Himalayas, has everything a popular hill station can give you minus the tourist rush.  ",,31.1201395,77.3529365,Other,,theog 
Shimla,22. shimla reserve forest sanctuary,3.3, 7 km  from city center ," Popularly for its rare variety of flora and fauna, this wildlife Sanctuary is a must-visit for all wildlife enthusiast. Animals such as jackals, barking deer, monkeys and leopards are commonly sighted here. ",sight reserve wildlife sanctuary,31.1137267,77.2478086,"Scenic, Adventure, Offbeat and Eco-Tourism",15503.0,shimla reserve forest sanctuary 
Shimla,23. tattapani,3.3, 22 km  from city center ," Literally meaning hot water in Hindi, Tattapani is a small village located 51km away from Shimla. This place is famous for hot water springs and the famous Shiva caves. ",villa,31.2474522,77.0907426,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,tattapani 
Shimla,24. skiing in kufri,4.3, 9 km  from city center , Kufri tends to be a hub of much activity and enjoyment in winters. Skiing is a popular sport here and the town also hosts a winter sports festival in February. A number of setups here provide both training and facilities for skiing. ,skiing ski festival,31.1625867,77.3550674,"Adventure, Adventure and Trekking, Historic Sites",,skiing in kufri 
Shimla,25. chadwick falls,, 4 km  from city center ," Chadwick Falls is located in the Glen Forests not too far from the bustling city area. Frequently visited by picnickers, this stream of water trickles from a height of about 100 metres. It is not a massive waterfall but is admired for the tranquillity and the hypnotic vibe it creates amidst the dense forest region. ",waterfall mass falls picnic frequent,31.1196351,77.1389365,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",2167.0,chadwick falls  
Shimla,26. lakkar bazar,3.3, 0 km  from city center ," Shopping in Shimla revolves around the heart of the town- The Mall Road. One can shop for local handicrafts, shawls, woolens, exquisite jewelry etc. here. ",handicraft shopping shop raft,31.1063075,77.1788519,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",,lakkar bazar 
Shimla,27. jakhoo ropeway,, 27 out of 63  places to visit in Shimla , The vintage British-era architecture coupled with the scenic views of the Himalayan landscape is thoroughly enjoyed by the ropeway cable car from the bottom of the hill to the top.  ,scenic,31.1020928,77.1815228,"Scenic, Adventure, Offbeat and Eco-Tourism",,jakhoo ropeway 
Shimla,28. gaiety heritage cultural complex,, 0 km  from city center ," Built in the Victorian or Gothic style of architecture over a century ago, this heritage monument is of immense historical and cultural significance in India. The complex had a theatre, several galleries, offices, bar, ballroom etc.  ",sign historical cultural monument historic,31.1046157,77.1736872,"Cultural, Cultural Immersion, Historical and Architectural Marvels",3665.0,gaiety heritage cultural complex 
Shimla,29. gorton castle,, 1 km  from city center ," Gorton Castle is a heritage monument which is over a century old and was built during the Colonial era. Today, the castle is used as the office of the Accountant General of Himachal Pradesh. It is a perfect illustration of the rich history and heritage of India during the colonial era.  ",castle rat monument,31.1046591,77.1626862,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",319.0,gorton castle 
Shimla,30. bantony castle,, 0 km  from city center , The Bantony estate is a heritage site built during the British era and is located on Bantony Hill in Shimla. The estate consists of the Bantony Castle and the Bantony Cottage. The estate now comes under the Heritage Zone of Shimla and is included in the Shimla Heritage walk for tourists.  ,castle cottage,31.1061545,77.1697236,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",419.0,bantony castle 
Shimla,31. gurudwara sahib,3.3, 0 km  from city center ," This Gurudwara was constructed in the year 1907, at Padhawa hills. It is a small construction but the exquisite details in the interiors of the structure make it a must-visit for devotees and tourists alike. ",,31.1030357,77.1712631,Other,520.0,gurudwara sahib 
Shimla,32. pabbar valley,, 32 out of 63  places to visit in Shimla ," Pabbar Valley, the enchanting valley of the Pabbar River is located just 80 kilometres away from Shimla. Nature is seen thriving in abundance in this quaint little region of Himachal. The valley is located in the belt famous for the Pabbar River that cuts through the Chanshal Mountain Range, apple orchards, majestic mountains, lush green meadows, dense oak & deodar forests. The valley terrain also is quite an attraction for adventure seekers. The densely covered slopes of the mountains provide for exciting trails waiting to be explored by adventurers that flock every year. The valley, therefore, is not just perfect for sightseeing but is also an excellent spot for nature and adventure lovers. ",adventure mount sight pot sightseeing venture mountain river sightsee flock explore,31.1108672,77.1782399,"Scenic, Adventure Sports, Adventure",,pabbar valley 
Shimla,33. horse riding,3.3, 0 km  from city center ," Horse riding is a popular and much loved activity in both Shimla and Kufri. In Shimla, Horse Riding Options are generally available at the Ridge. ",,31.1409986,77.2214786,Other,,horse riding 
Shimla,34. kasauli,, 34 out of 63  places to visit in Shimla ," Located on the way from Chandigarh to Shimla, Kasauli is a hilly cantonment town which makes for an ideal peaceful holiday location, especially for a weekend getaway. Nestled amidst beautiful woody forests of pines (Chir Pine), herbs (Milk Thistle) and cedar trees, Kasauli owes its mystical and serene ambience to the lavish Victorian buildings built by the Britishers who resided here years back.  ",deal,30.8556983,76.987017,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,kasauli 
Shimla,35. naggar castle,3.4, 112 km  from city center ," The Castle in Naggar is a medieval mansion of wood and stone that overlooks the beautiful valleyÂ of Kullu. Built-in 1460 A.D, the castle is a unique blend of the Western and Himalayan style of architecture. This property ofÂ Raja Sidh Singh was converted into a heritage hotel by the government in 1978.Â  ",castle mansion,32.1120178,77.1647347,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",15814.0,naggar castle 
Shimla,36. solan,, 36 out of 63  places to visit in Shimla ," Solan is a more low-key hill station ideal for travellers looking just some time away from city rush. A beautiful city in Himachal Pradesh, Solan has ancient temples and monasteries that attract hundreds of tourists and devotees every year.  ",deal temples temple,30.9017696,77.0987335,"Religious Sites, Historical and Architectural Marvels, Cultural",,solan 
Shimla,37. mashobra,3.3, 6 km  from city center ," This is a small and relatively less explored town, at a distance of mere 10 km from main Shimla. Tourists come here to relax and unwind in the lap of nature where the richness in flora and fauna is in abundance. ",explore,31.130238,77.2282648,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,mashobra 
Shimla,38. fagu,, 12 km  from city center ," Situated at an elevation of 2500 meters, Fagu is a serene snow-clad hamlet, located around 45 minutes drive from Shimla. It is known for its apple plantations, sowing fields and the snow-covered Himalayas in the backdrop. Since it is secluded, Fagu is a honeymooner's heaven. It also popular amongst trekkers and naturalists. ",trek field natural,31.0895708,77.3016513,"Nature and Wildlife, Beach Holidays, Historic Sites",,fagu 
Shimla,39. shoghi,, 39 out of 63  places to visit in Shimla ," While Shimla is being flooded by tourists every year, a serene, calm and epitome of beauty lies near it, waiting to be discovered. Shoghi, a small hill station just 13 Kms. from Shimla is abundant in natural scenic beauty and a large variety of flora and fauna. ",scenic natural,31.0417561,77.1225749,"Nature and Wildlife, Scenic, Adventure",,shoghi 
Shimla,40. ice skating,, 0 km  from city center ," Ice Skating is a famous sport in the beautiful city of Shimla. The Shimla Ice Skating Rink is well-known because it is a naturally formed rink and is also the largest and the only naturally formed arena found in South Asia. Ice skating is thus a favourite sport for one and all here, especially during winters.  ",natural rite,31.1054276,77.175415,"Nature and Wildlife, Beach Holidays, Historic Sites",,ice skating 
Shimla,41. wake & bake,, 41 out of 63  places to visit in Shimla ," Cafe Wake & Bake is another one of the famous cafes in the tinsel town. With world class coffee, pancakes and bacon, the cafe attracts tourists in large numbers. Boasting of surreal picturesque views outside the window and artsy ones indoors, having a delicious breakfast here is one of the best things to do in Shimla. ",break picture,31.1046448,77.1729818,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",2512.0,wake & bake 
Shimla,42. cafe hide out,, 0 km  from city center ," Cafe Hide Out is one other wonderful cafes in Shimla popular for its delicious snacks and even better coffee. Situated on the first floor near The Mall, the place is run by two brothers and offer finger licking food. In addition to that, the food is priced at fairly cheap rates and is a must stop cafe when in Shimla. ",fair food rat heap,31.1047593,77.1730129,"Culinary Experiences, Food, Beach Holidays",1585.0,cafe hide out 
Shimla,43. wild flower hall hotel,3.3, 7 km  from city center ," Originally built as a residence of Lord Kitchener of Khartoum, this building is said to have been a favorite retreat of Lord Ripon. However, the building got burnt in 1993 and a new Wildflower building was built as a hotel there by joint venture between HP government and Oberoi group of Hotels. ",venture hall residence rite,31.1137272,77.2478087,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",7044.0,wild flower hall hotel 
Shimla,44. retreat building,3.3, 7 km  from city center ," Located in Chharabara, just 10 km from Shimla, this is the official retreat residence for the President of India. It was built in 1850 and was part of the Viceroy of India property. The architectural pattern and the natural beauty of the place have made The Retreat a tourist attraction in Shimla. ",architectural residence natural,31.1139028,77.2477895,"Historical and Architectural Marvels, Nature and Wildlife, Architecture",,retreat building 
Shimla,45. heritage walk,, 3 km  from city center , Heritage walk is a guided tour of the Heritage Zone located in Shimla. The heritage walk begins at one end of the city and participants walk to every heritage monument in Shimla. One can choose to hire a guide to get more information and hear exciting stories from the British era.  ,monument,31.1270784,77.0705691,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",78.0,heritage walk 
Shimla,46. bharara fair,, 0 km  from city center ," Bharara Fair is held every year in the Village of Bharara held in the honour of Lord Koteshwar, locally known as Devta and is open for people belonging to all caste and creeds. It is an event where everyone comes together to celebrate and seek blessings from the Lord. ",fair rat villa,31.9270086,76.7066882,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,bharara fair 
Shimla,47. bhoj fair,, 0 km  from city center ," Bhoj Fair is celebrated in the Gumman Village in Shimla. It is a three-day event celebrated in the honour of Lord Banshur/ Lord Bansor, Lord Parshuram and Lord Kilbaru. Held in November every year, it is dedicated primarily to the commanding deity or the Kul Devta, Devta Bansor. ",fair rat villa,31.0782194,77.1590212,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1181.0,bhoj fair 
Shimla,48. chanshal pass,, 78 km  from city center ," Also known by the name of Chanshal Valley, the Chanshal Pass is a refreshingly beautiful destination located in Himachal Pradesh, precisely 160 kilometres in distance from Shimla. Whether you work a tiring desk job or simply want to get away from the pollution and chaos of a metropolitan city, this gorgeous mountain valley is the perfect spot for your weekend getaway. ",mount pot mountain,31.1970017,77.9888025,"Scenic, Adventure, Offbeat and Eco-Tourism",642.0,chanshal pass 
Shimla,49. lavi fair,, 5 km  from city center ," Lavi Fair is a unique event held in Rampur Bushahr which is a municipal council in the district of Shimla. It is celebrated every year from 11th to 14th of November and is attended by small and large-scale merchants and businessmen, but is majorly organised to encourage business amongst the locals and the shepherds.  ",fair rat,31.4529227,77.6427051,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,lavi fair 
Shimla,50. kharapathar,, 43 km  from city center ," When it comes down to rugged mountainous views, free spirited nature and an overall enchanting and wild trip, the Himalayan village of Khara Pathar takes the cake. The small village may not seem often be chosen in favour of its famous neighbour, Shimla and due to the extremely off track road that leads to Khara Pathar, but the places charm is never dims. Khara Pathar is located at a height of 8770 feet above sea level, making it the highest point on the Shimla route. The staggering height of the village makes the view here a thing of the legends, especially at night when all the scattered houses on the hill are lit up like tiny specks. The cloud piercing height also gives rise to clear cloudless nights which give individuals an absolutely stunning view of the millions of stars, which is a sight as rare as a shooting star in big cities or towns. ",stag legend mount sight house villa mountain peck rite,31.1204291,77.627163,"Scenic, Adventure, Offbeat and Eco-Tourism",,kharapathar 
Shimla,51. shimla summer festival,, 51 out of 63  places to visit in Shimla ," The Shimla Summer Festival is a celebration of the bounty of the harvest, and the festivities honour the advent of the summer. Spread out over five days; the festival is a gala of musical performances, cultural attractions, folk performances, local handicraft exhibitions, as well as with quirky activities like fashion shows, dog shows, stalls that sell artisanal ware and serve up local cuisine; it is an event that has something for everybody.  ",cultural rat handicraft music festival cuisine raft,31.074083,77.1374403,"Culinary Experiences, Food, Cultural Immersion",,shimla summer festival  
Shimla,52. hatkoti,, 54 km  from city center ," The Hatkoti Valley is mainly visited by the locals as a day trip from Shimla and is a popular pilgrimage spot, religious symbol as well as a sanctuary for those wishing to make themselves one with nature. ",pot pilgrimage religious sanctuary,31.1290196,77.7443004,"Spiritual Journeys, Wellness, Beach Holidays",,hatkoti 
Ooty,1. nilgiri mountain railway,4.5, 1 km  from city center ," Nilgiri Mountain Railway, also known as Toy Train in Ooty, is one of the key attractions of the popular hill station Ooty. Such is the train's popularity and history that it was declared as a World Heritage Site by UNESCO in 2005. ",mount mountain,11.3883229,76.7029659,"Scenic, Adventure, Offbeat and Eco-Tourism",,nilgiri mountain railway 
Ooty,2. ooty lake,4.4, 1 km  from city center ," Ooty Lake lies at a distance of approximately 2 km from Ooty city in the green hills of the Nilgiris district. The stunning lake is spread over an area of 65 acres, and its foundation was laid down by John Sullivan who was the collector of Coimbatore in 1824.Â  ",lake,11.4035511,76.6868582,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",3585.0,ooty lake 
Ooty,3. emerald lake,4.3, 12 km  from city center , Emerald lake is an exquisite lake in the upper plateau region of the Nilgiri hills. It is a part of the silent valley and is beside the Red hill nature resort which is a best picnic place of the region. ,picnic lake,11.3387204,76.6207874,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",882.0,emerald lake 
Ooty,4. ooty botanical gardens,4.3, 2 km  from city center , The botanical Gardens of Ooty are one of the most sought after and famous tourist destinations in the whole of India. It is located on the hillock of Ooty which is one of the most popular tourist destinations in India. ,botanical gardens botanical botanic,11.4200375,76.7129794,"Nature and Wildlife, Adventure, Scenic",,ooty botanical gardens 
Ooty,5. dolphin's nose,3.3, 15 km  from city center ," This is a unique natural site where a protruding rock looks like a dolphin's nose! Climbing up to the spot might require some effort, but it is totally worth it! From this point, one can catch the breathtaking view of the Catherine falls hundreds of meters below and also of the Coonoor stream meeting the Kotogiri stream. ",pot fort falls natural,11.368923,76.859338,"Nature and Wildlife, Beach Holidays, Historic Sites",,dolphin's nose 
Ooty,6. ooty rose garden,3.7, 2 km  from city center , Rose garden lies in the heart and soul of Ooty.The construction stays to be magnificent and there are small tunnels made wherein the roses are planted. ,,11.406745,76.7088332,Other,28657.0,ooty rose garden 
Ooty,7. avalanche lake,3.5, 15 km  from city center ," The Avalanche Lake in the Nilgiris District of Tamil Nadu is a famous tourist spot. Especially renowned among nature enthusiasts and photographers, the lake is set amidst a captivating landscape which is filled with lovely flowers. The waterfalls that fall down the nearby mountains further add to the beauty of the place.  ",waterfall mount pot falls mountain lake,11.31686,76.5940619,"Scenic, Adventure, Offbeat and Eco-Tourism",1854.0,avalanche lake 
Ooty,8. doddabetta peak,3.5, 5 km  from city center ," Dodabetta, literally translating to mean - Big Peak, is located approximately 10 km away from Ooty. It towers to a staggering height of 8650 feet or 2,623 meters above the sea level and is the highest peak in the Nilgiri Hills. A treat to the eyes, this picturesque land is indeed a great sightseeing place.  ",stag sight sightseeing picture sightsee,11.4017566,76.7364495,"Scenic, Adventure, Offbeat and Eco-Tourism",8680.0,doddabetta peak 
Ooty,9. st stephen's church,3.0, 1 km  from city center , The St. Stephen's Church in Ooty is indeed a marvellous and breathtaking architectural marvel located on the road to Mysore in Ooty. It is one of the earliest churches that you will find in the Nilgiris district. The structure dates back to the 19th century and was built by the British government.  ,architectural churches church,11.4144561,76.7023002,"Historical and Architectural Marvels, Religious Sites, Architecture",1650.0,st stephen's church 
Ooty,10. thread garden,3.6, 1 km  from city center ," The thread garden at Ooty is a popular tourist spot that exhibits some of the most magnificent and exquisite collection of artificial flowers and plants, all made by the expert hands of the skilful artists by using JUST thread. ",pot ski,11.4069218,76.6882567,"Adventure and Trekking, Adventure, Historic Sites",1241.0,thread garden 
Ooty,11. trekking,3.3, 0 km  from city center ," Ooty, once the summer capital of the British in India, is bestowed with the bounty of nature. A favorite sport of the area, trekking has gained admiration with the tourists in the recent years. ",trek rat trekking rite,11.4315333,76.7055475,"Adventure and Trekking, Adventure, Historic Sites",,trekking 
Ooty,"12. kalhatti falls, bellikkal",3.8, 8 km  from city center , Kalhatti falls is called as 'Bird Watcher's Paradise' as it gives you a bird point view of the whole valley. The lovely beauty and calm atmosphere of the place makes it the best for spending vacations and for short trips. Elephants visit this lake frequently which becomes a great sight for the travelers.Â  ,sight falls bird frequent lake,11.4675424,76.680103,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,"kalhatti falls, bellikkal "
Ooty,13. tiger hill,3.3, 4 km  from city center , One of the most mesmerizing destinations in Ooty is the Tiger Hill. This exotic spot lies to the east of the hill station and towards the lower end of the Doddabetta peak. ,pot,11.3974446,76.7274427,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",408.0,tiger hill 
Ooty,"14. kotagiri, coonoor",3.8, 17 km  from city center , This is one of the oldest hill stations of the Nilgiris. It is a village in the middle of mind blowing tea plantations. The lush green surrounding and extremely quaint atmosphere makes Coonoor an amazing place to visit. ,villa,11.3503985,76.7898377,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,"kotagiri, coonoor "
Ooty,15. kamraj sagar lake,3.3, 6 km  from city center , Kamraj sagar lake is a dam and is located in the suburbs of Ooty. It is located far away at a distance between the woodlands and thus make an amazing picnic spot. ,pot picnic lake,17.2276158,80.1540117,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,kamraj sagar lake 
Ooty,16. annamalai temple,3.3, 16 km  from city center ," Annamalai Temple is a situated about 20 km away from Ooty. This place has with time turned into as a famous temple of Lord Muruga, known as 7th Hill house of the lord. ",house temple,11.350642,76.6651749,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,annamalai temple 
Ooty,"17. droog fort, coonoor",3.3, 16 km  from city center ," Droog Fort is located in the area surrounding Coonoor. A trekkers delight, one must undertake some by foot traveling to reach this destination. This old and worn out fort is located 6,000 ft above the plains. ",trek plain fort,11.3323436,76.8069476,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,"droog fort, coonoor "
Ooty,"18. lamb's rock, coonoor",3.3, 12 km  from city center ," A popular picnic spot in the region, this place is consistently visited by tourists. The view from this spot is spectacular and a major crowd puller! It is possible to see the Coonoor stream some 5000 feet below. This vantage point also provides you with an excellent view of the Coimbatore plains. ",plain tent pot picnic,11.3518254,76.8385326,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",4419.0,"lamb's rock, coonoor "
